web_scraper_order,web_scraper_start_url,pagination,name,data3,image,item_page_title,item_page_link,Ingredients,product_4_category,data_2,image_1
"1773504080-206","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=17","Stay & Play Gel Eyeliner, Stardust Love 08","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856715/original.","Essence
         Stay & Play Gel Eyeliner, Stardust Love 08
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/3398283-Essence_Stay__Play_Gel_Eyeliner_Stardust_Love_08/","ISODODECANE, SYNTHETIC WAX, TRIMETHYLSILOXYSILICATE, MICA, DIMETHICONE, POLYBUTENE, SYNTHETIC FLUORPHLOGOPITE, POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, SILICA, STEARALKONIUM HECTORITE, PROPYLENE CARBONATE, TIN OXIDE, MAGNESIUM OXIDE, ALUMINA, CI 77000 (ALUMINUM POWDER), CI 77007 (ULTRAMARINES), CI 77491 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Eye Liner","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856715/original."
"1773504083-207","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=17","What The Fake! Volumizing & Lengthening Mascara","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/659290/original.","Essence
         What The Fake! Volumizing & Lengthening Mascara
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1026074-Essence_What_The_Fake_Volumizing__Lengthening_Mascara/","AQUA (WATER), CERA ALBA (BEESWAX), PARAFFIN, GLYCERYL STEARATE, STYRENE/ACRYLATES/AMMONIUM METHACRYLATE COPOLYMER, ORYZA SATIVA (RICE) BRAN WAX, BUTYLENE GLYCOL, PALMITIC ACID, ACACIA SENEGAL GUM, POLYBUTENE, COPERNICIA CERIFERA (CARNAUBA) WAX, AMINOMETHYL PROPANOL, STEARIC ACID, NYLON-66, PHENOXYETHANOL, VP/EICOSENE COPOLYMER, TOCOPHEROL, DIMETHICONE, POLYESTER-4, ETHYLHEXYLGLYCERIN, SODIUM LAURETH-12 SULFATE, CAPRYLYL GLYCOL, TETRASODIUM EDTA, POTASSIUM SORBATE, SODIUM DEHYDROACETATE, CI 77499 (IRON OXIDES)","Mascara","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/659290/original."
"1773504086-208","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=17","FaBOWlous highlighter, 01 Get That Bow Glow!","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820192/original.","Essence
         FaBOWlous highlighter, 01 Get That Bow Glow!
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/6322772-Essence_FaBOWlous_highlighter_01_Get_That_Bow_Glow/","CALCIUM ALUMINUM BOROSILICATE, ETHYLHEXYL PALMITATE, TALC, MAGNESIUM STEARATE, DIMETHICONE, BIS-DIGLYCERYL POLYACYLADIPATE-2, SILICA, TRIDECYL TRIMELLITATE, TRIETHOXYCAPRYLYLSILANE, ETHYLHEXYLGLYCERIN, MICA, SYNTHETIC FLUORPHLOGOPITE, PHENOXYETHANOL, TIN OXIDE, CI 19140 (YELLOW 5), CI 42090 (BLUE 1), CI 45410 (RED 28), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Bronzer/Highlighter","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820192/original."
"1773504089-209","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=17","Super Fine Brush Liner Waterproof, Black","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856708/original.","Essence
         Super Fine Brush Liner Waterproof, Black
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/617261-Essence_Super_Fine_Brush_Liner_Waterproof_Black/","AQUA (WATER), AMMONIUM ACRYLATES COPOLYMER, METHYLPROPANEDIOL, ALCOHOL DENAT., LACTOBACILLUS FERMENT, ACRYLATES COPOLYMER, GLYCERIN, PANTHENOL, SIMETHICONE, CAPRYLYL GLYCOL, PHENYLPROPANOL, ISOPROPYL ALCOHOL, PPG-2-DECETH-30, BIOSACCHARIDE GUM-1, SODIUM LAURETH SULFATE, DISODIUM EDTA, PHENOXYETHANOL, SODIUM DEHYDROACETATE, CI 77266 (BLACK 2) (NANO).","Eye Liner","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856708/original."
"1773504092-210","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","Lash Princess Curl & Volume Mascara","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/643308/original.","Essence
         Lash Princess Curl & Volume Mascara
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1018493-Essence_Lash_Princess_Curl__Volume_Mascara/",": AQUA (WATER), RHUS VERNICIFLUA PEEL CERA (RHUS VERNICIFLUA PEEL WAX), GLYCERYL STEARATE SE, BUTYLENE GLYCOL, ACACIA SENEGAL GUM, ORYZA SATIVA (RICE) BRAN WAX, PALMITIC ACID, STEARIC ACID, AMINOMETHYL PROPANOL, VP/EICOSENE COPOLYMER, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, TOCOPHEROL, COPERNICIA CERIFERA (CARNAUBA) WAX, SHOREA ROBUSTA RESIN, HYDROXYETHYLCELLULOSE, TOCOPHERYL ACETATE, TRIMETHYL PENTANYL DIISOBUTYRATE, ETHYLHEXYLGLYCERIN, SODIUM NITRATE, DISODIUM PHOSPHATE, SODIUM PHOSPHATE, POLYSORBATE 60, PHENOXYETHANOL, POTASSIUM SORBATE, SODIUM DEHYDROACETATE, CI 77499 (IRON OXIDES)","Mascara","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/643308/original."
"1773504095-211","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16",", Bonjour Montreal Eyeshadow Palette, 07","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","Essence
         , Bonjour Montreal Eyeshadow Palette, 07
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/956578-Essence_Essence_Bonjour_Montreal_Eyeshadow_Palette_07/","TALC, MICA, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, OCTYLDODECYL STEAROYL STEARATE, MAGNESIUM STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, NYLON-12, POLYETHYLENE, SILICA, TOCOPHERYL ACETATE, TIN OXIDE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 19140 (YELLOW 5), CI 42090 (BLUE 1), CI 77491, CI 77492, CI 77499 (IRON OXIDES), CI 77510 (FERRIC FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE). AND TALC, MICA, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, OCTYLDODECYL STEAROYL STEARATE, MAGNESIUM STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, POLYETHYLENE, NYLON-12, SILICA, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 77491, CI 77492, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE). AND TALC, MICA, MAGNESIUM STEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, OCTYLDODECYL STEAROYL STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, POLYETHYLENE, NYLON-12, SILICA, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 77491, CI 77492, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE). AND TALC, MICA, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, OCTYLDODECYL STEAROYL STEARATE, MAGNESIUM STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, POLYETHYLENE, SILICA, NYLON-12, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 77491 (IRON OXIDES). AND TALC, MICA, TRIETHOXYCAPRYLYLSILANE, MAGNESIUM STEARATE, SILICA, POLYETHYLENE, DIMETHICONE, CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECYL STEAROYL STEARATE, NYLON-12, TOCOPHERYL ACETATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 77491, CI 77492, CI 77499 (IRON OXIDES). AND TALC, MICA, TRIETHOXYCAPRYLYLSILANE, MAGNESIUM STEARATE, POLYETHYLENE, SILICA, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, NYLON-12, TOCOPHERYL ACETATE, OCTYLDODECYL STEAROYL STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 77491, CI 77499 (IRON OXIDES). AND TALC, MICA, TRIETHOXYCAPRYLYLSILANE, MAGNESIUM STEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, OCTYLDODECYL STEAROYL STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, POLYETHYLENE, SILICA, NYLON-12, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 77491, CI 77492, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE). AND MICA, TALC, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, OCTYLDODECYL STEAROYL STEARATE, MAGNESIUM STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, NYLON-12, POLYETHYLENE, SILICA, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 77491, CI 77492, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE). AND TALC, MICA, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, OCTYLDODECYL STEAROYL STEARATE, MAGNESIUM STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, NYLON-12, POLYETHYLENE, SILICA, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CI 77491 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Eye Shadow","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png"
"1773504098-212","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","happy blushlighter, SO CHERRY","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856671/original.","Essence
         happy blushlighter, SO CHERRY
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/3467904-Essence_happy_blushlighter_SO_CHERRY/","MICA, SYNTHETIC FLUORPHLOGOPITE, TALC, SILICA, TRIETHOXYCAPRYLYLSILANE, MAGNESIUM STEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, TOCOPHERYL ACETATE, SYNTHETIC WAX, DIMETHICONE, OCTYLDODECYL STEAROYL STEARATE, DIISOSTEARYL MALATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, CALCIUM ALUMINUM BOROSILICATE, ETHYLHEXYLGLYCERIN, VP/HEXADECENE COPOLYMER, CALCIUM SODIUM BOROSILICATE, QUARTZ, PHENOXYETHANOL, ALUMINUM HYDROXIDE, TIN OXIDE, CI 15850 (RED 6), CI 15850 (RED 7), CI 77891 (TITANIUM DIOXIDE).","Blush","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856671/original."
"1773504101-213","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16",", Myskin Perfector Loose Fixing Powder, Medium 30","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/583526/original.","Essence
         , Myskin Perfector Loose Fixing Powder, Medium 30
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/960911-Essence_Essence_Myskin_Perfector_Loose_Fixing_Powder_Medium_30/","TALC, SILICA, POLYMETHYL METHACRYLATE, MICA, SQUALANE, BORON NITRIDE, DIMETHICONE, POTASSIUM SORBATE, SODIUM DEHYDROACETATE, DEHYDROACETIC ACID, CI 77491, CI 77492, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Facial Powder","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/583526/original."
"1773504104-214","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","DROP OF sunshine BRONZING DROPS","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820219/original.","Essence
         DROP OF sunshine BRONZING DROPS
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/3264030-Essence_DROP_OF_sunshine_BRONZING_DROPS/","AQUA (WATER), HYDROGENATED POLYISOBUTENE, GLYCERIN, MICA, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, TOCOPHEROL, LAURYL GLUCOSIDE, POLYGLYCERYL-6 LAURATE, HYDROLYZED JOJOBA ESTERS, BORON NITRIDE, MYRISTYL GLUCOSIDE, ETHYLHEXYLGLYCERIN, SORBITAN ISOSTEARATE, XANTHAN GUM, CITRIC ACID, SODIUM CITRATE, PHENOXYETHANOL, PARFUM (FRAGRANCE), TIN OXIDE, CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Bronzer/Highlighter","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820219/original."
"1773504106-215","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","aloha, babes! pout lip balm","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856655/original.","Essence
         aloha, babes! pout lip balm
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/9981308-Essence_aloha_babes_pout_lip_balm/","HYDROGENATED POLYISOBUTENE, ETHYLHEXYL PALMITATE, ARGANIA SPINOSA KERNEL OIL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, TOCOPHERYL ACETATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, SILICA DIMETHYL SILYLATE, POLYBUTENE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, BENZYL ALCOHOL, PARFUM (FRAGRANCE), BENZALDEHYDE, CI 15850 (RED 6 LAKE).","Lip Balm","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856655/original."
"1773504109-216","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","Cosmetics What the Fake! Volumizing & Lengthening Mascara","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/572516/original.","Essence
         Cosmetics What the Fake! Volumizing & Lengthening Mascara
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/956217-Essence_Cosmetics_What_the_Fake_Volumizing__Lengthening_Mascara/","AQUA (WATER), CERA ALBA (BEESWAX), PARAFFIN, GLYCERYL STEARATE, STYRENE/ACRYLATES/AMMONIUM METHACRYLATE COPOLYMER, ORYZA SATIVA (RICE) BRAN WAX, BUTYLENE GLYCOL, PALMITIC ACID, ACACIA SENEGAL GUM, POLYBUTENE, COPERNICIA CERIFERA (CARNAUBA) WAX, AMINOMETHYL PROPANOL, STEARIC ACID, NYLON-66, PHENOXYETHANOL, VP/EICOSENE COPOLYMER, TOCOPHEROL, DIMETHICONE, POLYESTER-4, ETHYLHEXYLGLYCERIN, SODIUM LAURETH-12 SULFATE, CAPRYLYL GLYCOL, TETRASODIUM EDTA, POTASSIUM SORBATE, SODIUM DEHYDROACETATE, CI 77499 (IRON OXIDES).","Mascara","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/572516/original."
"1773504112-217","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","JUICY BOMB body mist, 04 Zesty Citrus","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820137/original.","Essence
         JUICY BOMB body mist, 04 Zesty Citrus
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1721938-Essence_JUICY_BOMB_body_mist_04_Zesty_Citrus/","ALCOHOL DENAT., AQUA (WATER), PARFUM (FRAGRANCE), KAEMPFERIA GALANGA ROOT EXTRACT, PONGAMIA PINNATA SEED EXTRACT, TRIETHYL CITRATE, ISOAMYL LAURATE, BENZYL SALICYLATE, DIMETHYL PHENETHYL ACETATE, GERANIOL, GERANYL ACETATE, LINALOOL, LINALYL ACETATE, PINENE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES.","Body Spray","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820137/original."
"1773504114-218","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","Contouring Duo Palette, 10 | Lighter Skin","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/686653/original.","Essence
         Contouring Duo Palette, 10 | Lighter Skin
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1047047-Essence_Contouring_Duo_Palette_10__Lighter_Skin/","TALC, MICA, MAGNESIUM STEARATE, DIMETHICONE, ISOPROPYL ISOSTEARATE, PENTAERYTHRITYL TETRAISOSTEARATE, PETROLATUM, SILICA DIMETHYL SILYLATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, MAY CONTAIN/ [+/-]: CI 77491, CI 77492, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)","Bronzer/Highlighter","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/686653/original."
"1773504117-219","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","Eyeliner Pen Extra Longlasting + Waterproof - 01 Black","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/674115/original.","Essence
         Eyeliner Pen Extra Longlasting + Waterproof - 01 Black
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1053195-Essence_Eyeliner_Pen_Extra_Longlasting__Waterproof__01_Black/","AQUA (WATER), BUTYLENE GLYCOL, STYRENE/ACRYLATES/AMMONIUM METHACRYLATE COPOLYMER, PEG-60 HYDROGENATED CASTOR OIL, COCO-GLUCOSIDE, SODIUM LAURETH-12 SULFATE, AMMONIUM HYDROXIDE, CITRIC ACID, PHENOXYETHANOL, POTASSIUM SORBATE, SODIUM BENZOATE, CI 77266 (BLACK 2) (NANO)","Eye Liner","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/674115/original."
"1773504120-220","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","Luminous Glow the Highlighter, 02 Sunshowers","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","Essence
         Luminous Glow the Highlighter, 02 Sunshowers
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1023146-Essence_Luminous_Glow_the_Highlighter_02_Sunshowers/","TALC, SYNTHETIC FLUORPHLOGOPITE, MICA, ETHYLHEXYL PALMITATE, MAGNESIUM MYRISTATE, ZEA MAYS (CORN) STARCH, CAPRYLIC/CAPRIC TRIGLYCERIDE, BIS-DIGLYCERYL POLYACYLADIPATE-1, KAOLIN, CAPRYLYL GLYCOL, HEXYLENE GLYCOL, TIN OXIDE, AQUA (WATER), MAGNESIUM OXIDE, ALUMINA, PHENOXYETHANOL, BENZYL ALCOHOL, DEHYDROACETIC ACID, CI 77491, CI 77492, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)","Bronzer/Highlighter","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png"
"1773504123-221","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=16","HELLO, GOOD STUFF! SKIN REPAIR SERUM","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820119/original.","Essence
         HELLO, GOOD STUFF! SKIN REPAIR SERUM
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/6900668-Essence_HELLO_GOOD_STUFF_SKIN_REPAIR_SERUM/","AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERYL STEARATE CITRATE, AVENA SATIVA (OAT) SEED WATER, BUTYROSPERMUM PARKII (SHEA) BUTTER, CERAMIDE NG, TOCOPHEROL, CETEARYL ALCOHOL, XANTHAN GUM, CARBOMER, ETHYLHEXYLGLYCERIN, SODIUM HYDROXIDE, CITRIC ACID, PHENOXYETHANOL, SODIUM BENZOATE, PARFUM (FRAGRANCE),","Serums & Essences","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820119/original."
"1773504126-222","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=15","8H Matte Comfort Lipliner, soft beige 03","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856760/original.","Essence
         8H Matte Comfort Lipliner, soft beige 03
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/5703910-Essence_8H_Matte_Comfort_Lipliner_soft_beige_03/",": METHYL TRIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SYNTHETIC FLUORPHLOGOPITE, TRIMETHYLSILOXYSILICATE, OCTYLDODECANOL, ACRYLATES/DIMETHICONE COPOLYMER, PERSEA GRATISSIMA (AVOCADO) OIL, TOCOPHERYL ACETATE, DISTEARDIMONIUM HECTORITE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, PROPYLENE CARBONATE, PARFUM (FRAGRANCE), CI 77491, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Lip Liner","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856760/original."
"1773504128-223","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=15","aloha, babes! gloss in stick","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856658/original.","Essence
         aloha, babes! gloss in stick
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/703287-Essence_aloha_babes_gloss_in_stick/","OCTYLDODECANOL, POLYBUTENE, BIS-DIGLYCERYL POLYACYLADIPATE-2, PHYTOSTERYL ISOSTEARATE, TRIDECYL TRIMELLITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, EUPHORBIA CERIFERA CERA (EUPHORBIA CERIFERA (CANDELILLA) WAX), DIISOSTEARYL MALATE, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 15850 (RED 7 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Lip Gloss","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856658/original."
"1773504131-224","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=15","aloha, babes! liquid blush","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856656/original.","Essence
         aloha, babes! liquid blush
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1102598-Essence_aloha_babes_liquid_blush/","AQUA (WATER), GLYCERIN, ALCOHOL DENAT., PROPYLENE GLYCOL, MICA, SYNTHETIC FLUORPHLOGOPITE, PVP, ACRYLATES COPOLYMER, ETHYLHEXYLGLYCERIN, SODIUM HYDROXIDE, PHENOXYETHANOL, TIN OXIDE, CI 77491 (IRON OXIDES), CI 77510 (FERRIC FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Blush","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856656/original."
